dt,AverageTemperature,AverageTemperatureUncertainty,City,Country
1967-06-01,18.617,0.348,Mexico,Mexico
1967-07-01,17.722,0.288,Mexico,Mexico
1967-08-01,17.54,0.311,Mexico,Mexico
1967-09-01,16.433,0.346,Mexico,Mexico
1967-10-01,15.042,0.362,Mexico,Mexico
1967-11-01,14.114,0.2339999999999999,Mexico,Mexico
1967-12-01,13.273,0.129,Mexico,Mexico
1968-01-01,11.912,0.375,Mexico,Mexico
1968-02-01,12.104,0.408,Mexico,Mexico
1968-03-01,14.364,0.353,Mexico,Mexico
1968-04-01,17.586,0.4539999999999999,Mexico,Mexico
1968-05-01,18.471,0.243,Mexico,Mexico
1968-06-01,18.35,0.2189999999999999,Mexico,Mexico
1968-07-01,17.118000000000002,0.273,Mexico,Mexico
1968-08-01,17.406,0.215,Mexico,Mexico
1968-09-01,17.245,0.268,Mexico,Mexico
1968-10-01,15.966,0.201,Mexico,Mexico
1968-11-01,14.318,0.272,Mexico,Mexico
1968-12-01,13.164,0.544,Mexico,Mexico
1969-01-01,12.839,0.386,Mexico,Mexico
1969-02-01,14.856,0.272,Mexico,Mexico
1969-03-01,16.097,0.728,Mexico,Mexico
1969-04-01,18.09,0.362,Mexico,Mexico
1969-05-01,18.761,0.368,Mexico,Mexico
1969-06-01,19.749,0.294,Mexico,Mexico
1969-07-01,18.138,0.3329999999999999,Mexico,Mexico
1969-08-01,17.198,0.391,Mexico,Mexico
1969-09-01,16.842,0.23,Mexico,Mexico
1969-10-01,16.331,0.154,Mexico,Mexico
1969-11-01,14.161,0.741,Mexico,Mexico
1969-12-01,12.951,0.433,Mexico,Mexico
1970-01-01,11.848999999999998,0.372,Mexico,Mexico
1970-02-01,12.956,0.484,Mexico,Mexico
1970-03-01,16.178,0.645,Mexico,Mexico
1970-04-01,19.358,0.3289999999999999,Mexico,Mexico
1970-05-01,18.165,0.3,Mexico,Mexico
1970-06-01,18.028,0.321,Mexico,Mexico
1970-07-01,17.305,0.231,Mexico,Mexico
1970-08-01,17.752,0.237,Mexico,Mexico
1970-09-01,17.058,0.33,Mexico,Mexico
1970-10-01,16.261,0.348,Mexico,Mexico
1970-11-01,12.473,0.545,Mexico,Mexico
1970-12-01,13.009,0.708,Mexico,Mexico
1971-01-01,13.319,0.1969999999999999,Mexico,Mexico
1971-02-01,13.918,0.332,Mexico,Mexico
1971-03-01,16.287,0.238,Mexico,Mexico
1971-04-01,16.62,0.432,Mexico,Mexico
1971-05-01,19.1,0.298,Mexico,Mexico
1971-06-01,17.792,0.18,Mexico,Mexico
1971-07-01,17.214000000000002,0.31,Mexico,Mexico
1971-08-01,16.839000000000002,0.309,Mexico,Mexico
1971-09-01,17.201,0.287,Mexico,Mexico
1971-10-01,16.158,0.223,Mexico,Mexico
1971-11-01,14.303,0.367,Mexico,Mexico
1971-12-01,13.468,0.344,Mexico,Mexico
1972-01-01,12.863,0.276,Mexico,Mexico
1972-02-01,13.11,0.158,Mexico,Mexico
1972-03-01,15.739,0.456,Mexico,Mexico
1972-04-01,18.715,0.474,Mexico,Mexico
1972-05-01,18.957,0.253,Mexico,Mexico
1972-06-01,18.029,0.301,Mexico,Mexico
1972-07-01,16.898,0.3389999999999999,Mexico,Mexico
1972-08-01,16.861,0.252,Mexico,Mexico
1972-09-01,17.325,0.272,Mexico,Mexico
1972-10-01,16.451,0.287,Mexico,Mexico
1972-11-01,15.746,0.263,Mexico,Mexico
1972-12-01,13.156,0.59,Mexico,Mexico
1973-01-01,12.433,0.614,Mexico,Mexico
1973-02-01,14.21,0.6859999999999999,Mexico,Mexico
1973-03-01,17.968,0.427,Mexico,Mexico
1973-04-01,18.261,0.568,Mexico,Mexico
1973-05-01,18.934,0.5,Mexico,Mexico
1973-06-01,18.338,0.231,Mexico,Mexico
1973-07-01,17.288,0.337,Mexico,Mexico
1973-08-01,16.985,0.406,Mexico,Mexico
1973-09-01,17.5,0.196,Mexico,Mexico
1973-10-01,15.797,0.314,Mexico,Mexico
1973-11-01,14.684,0.373,Mexico,Mexico
1973-12-01,11.647,0.27,Mexico,Mexico
1974-01-01,13.359000000000002,0.41,Mexico,Mexico
1974-02-01,13.640999999999998,0.6920000000000001,Mexico,Mexico
1974-03-01,16.116,0.455,Mexico,Mexico
1974-04-01,17.41,0.3939999999999999,Mexico,Mexico
1974-05-01,18.988,0.368,Mexico,Mexico
1974-06-01,17.503,0.362,Mexico,Mexico
1974-07-01,16.182000000000002,0.4039999999999999,Mexico,Mexico
1974-08-01,17.269000000000002,0.2319999999999999,Mexico,Mexico
1974-09-01,16.31,0.282,Mexico,Mexico
1974-10-01,14.542,0.14,Mexico,Mexico
1974-11-01,13.541,0.419,Mexico,Mexico
1974-12-01,13.135,0.509,Mexico,Mexico
1975-01-01,12.031,0.332,Mexico,Mexico
1975-02-01,14.356,0.3279999999999999,Mexico,Mexico
1975-03-01,17.352,0.288,Mexico,Mexico
1975-04-01,19.107,0.34,Mexico,Mexico
1975-05-01,18.825,0.238,Mexico,Mexico
1975-06-01,17.663,0.313,Mexico,Mexico
1975-07-01,16.535999999999998,0.357,Mexico,Mexico
1975-08-01,17.063,0.447,Mexico,Mexico
1975-09-01,15.738,0.3989999999999999,Mexico,Mexico
1975-10-01,15.291,0.444,Mexico,Mexico
1975-11-01,13.869000000000002,0.324,Mexico,Mexico
1975-12-01,11.952,0.387,Mexico,Mexico
1976-01-01,11.374,0.67,Mexico,Mexico
1976-02-01,12.553,0.264,Mexico,Mexico
1976-03-01,16.816,0.332,Mexico,Mexico
1976-04-01,17.247,0.412,Mexico,Mexico
1976-05-01,17.851,0.564,Mexico,Mexico
1976-06-01,17.778000000000006,0.318,Mexico,Mexico
1976-07-01,16.796,0.47,Mexico,Mexico
1976-08-01,16.544,0.265,Mexico,Mexico
1976-09-01,17.189,0.287,Mexico,Mexico
1976-10-01,15.305,0.603,Mexico,Mexico
1976-11-01,12.829,0.848,Mexico,Mexico
1976-12-01,12.71,0.951,Mexico,Mexico
1977-01-01,12.574000000000002,0.589,Mexico,Mexico
1977-02-01,13.149,0.49,Mexico,Mexico
1977-03-01,17.12,0.4,Mexico,Mexico
1977-04-01,16.038,0.417,Mexico,Mexico
1977-05-01,18.351,0.348,Mexico,Mexico
1977-06-01,17.625,0.211,Mexico,Mexico
1977-07-01,17.178,0.397,Mexico,Mexico
1977-08-01,17.91,0.3279999999999999,Mexico,Mexico
1977-09-01,17.575,0.163,Mexico,Mexico
1977-10-01,15.811,0.351,Mexico,Mexico
1977-11-01,14.117,0.261,Mexico,Mexico
1977-12-01,13.086,0.341,Mexico,Mexico
1978-01-01,12.248,0.248,Mexico,Mexico
1978-02-01,12.557,0.3979999999999999,Mexico,Mexico
1978-03-01,15.04,0.361,Mexico,Mexico
1978-04-01,18.345,0.316,Mexico,Mexico
1978-05-01,19.455,0.289,Mexico,Mexico
1978-06-01,17.783,0.355,Mexico,Mexico
1978-07-01,17.561,0.306,Mexico,Mexico
1978-08-01,17.347,0.284,Mexico,Mexico
1978-09-01,16.909000000000002,0.145,Mexico,Mexico
1978-10-01,14.935,0.213,Mexico,Mexico
1978-11-01,15.164,0.377,Mexico,Mexico
1978-12-01,13.624,0.392,Mexico,Mexico
1979-01-01,12.252,0.41,Mexico,Mexico
1979-02-01,13.68,0.217,Mexico,Mexico
1979-03-01,16.178,0.25,Mexico,Mexico
1979-04-01,18.269,0.243,Mexico,Mexico
1979-05-01,18.651,0.2769999999999999,Mexico,Mexico
1979-06-01,17.88,0.22,Mexico,Mexico
1979-07-01,18.182,0.413,Mexico,Mexico
1979-08-01,16.791999999999998,0.436,Mexico,Mexico
1979-09-01,15.711,0.284,Mexico,Mexico
1979-10-01,15.553,0.283,Mexico,Mexico
1979-11-01,13.606,0.381,Mexico,Mexico
1979-12-01,12.545,0.431,Mexico,Mexico
1980-01-01,12.51,0.22,Mexico,Mexico
1980-02-01,13.308,0.286,Mexico,Mexico
1980-03-01,17.339000000000002,0.305,Mexico,Mexico
1980-04-01,17.134999999999998,0.317,Mexico,Mexico
1980-05-01,19.567,0.4379999999999999,Mexico,Mexico
1980-06-01,18.46,0.281,Mexico,Mexico
1980-07-01,18.252,0.542,Mexico,Mexico
1980-08-01,17.989,0.669,Mexico,Mexico
1980-09-01,17.095,0.395,Mexico,Mexico
1980-10-01,15.629,0.366,Mexico,Mexico
1980-11-01,13.533,0.511,Mexico,Mexico
1980-12-01,11.917,0.139,Mexico,Mexico
1981-01-01,10.763,0.182,Mexico,Mexico
1981-02-01,13.574000000000002,0.257,Mexico,Mexico
1981-03-01,16.072,0.342,Mexico,Mexico
1981-04-01,17.49,0.3929999999999999,Mexico,Mexico
1981-05-01,18.969,0.363,Mexico,Mexico
1981-06-01,18.061,0.42,Mexico,Mexico
1981-07-01,17.288,0.481,Mexico,Mexico
1981-08-01,17.474999999999998,0.372,Mexico,Mexico
1981-09-01,16.883,0.384,Mexico,Mexico
1981-10-01,16.468,0.3,Mexico,Mexico
1981-11-01,13.4,0.427,Mexico,Mexico
1981-12-01,13.287,0.1889999999999999,Mexico,Mexico
1982-01-01,13.48,0.402,Mexico,Mexico
1982-02-01,14.334,0.271,Mexico,Mexico
1982-03-01,17.069000000000003,0.264,Mexico,Mexico
1982-04-01,18.987,0.237,Mexico,Mexico
1982-05-01,18.767,0.45,Mexico,Mexico
1982-06-01,19.08,0.5489999999999999,Mexico,Mexico
1982-07-01,17.499000000000002,0.487,Mexico,Mexico
1982-08-01,17.671,0.435,Mexico,Mexico
1982-09-01,17.166,0.415,Mexico,Mexico
1982-10-01,15.513,0.18,Mexico,Mexico
1982-11-01,14.042,0.21,Mexico,Mexico
1982-12-01,12.57,0.264,Mexico,Mexico
1983-01-01,11.669,0.096,Mexico,Mexico
1983-02-01,12.456,0.535,Mexico,Mexico
1983-03-01,15.284,0.3279999999999999,Mexico,Mexico
1983-04-01,18.11,0.327,Mexico,Mexico
1983-05-01,20.612,0.536,Mexico,Mexico
1983-06-01,19.729,0.525,Mexico,Mexico
1983-07-01,17.655,0.252,Mexico,Mexico
1983-08-01,17.566,0.268,Mexico,Mexico
1983-09-01,17.072,0.267,Mexico,Mexico
1983-10-01,15.515999999999998,0.188,Mexico,Mexico
1983-11-01,15.067,0.357,Mexico,Mexico
1983-12-01,13.191,0.406,Mexico,Mexico
1984-01-01,12.081,0.212,Mexico,Mexico
1984-02-01,13.367,0.273,Mexico,Mexico
1984-03-01,16.393,0.295,Mexico,Mexico
1984-04-01,18.952,0.291,Mexico,Mexico
1984-05-01,17.58,0.511,Mexico,Mexico
1984-06-01,17.773,0.182,Mexico,Mexico
1984-07-01,16.684,0.375,Mexico,Mexico
1984-08-01,16.665,0.253,Mexico,Mexico
1984-09-01,15.759,0.517,Mexico,Mexico
1984-10-01,16.416,0.361,Mexico,Mexico
1984-11-01,13.436,0.1669999999999999,Mexico,Mexico
1984-12-01,12.71,0.478,Mexico,Mexico
1985-01-01,11.927,0.48,Mexico,Mexico
1985-02-01,13.364,0.375,Mexico,Mexico
1985-03-01,16.234,0.365,Mexico,Mexico
1985-04-01,16.455,0.364,Mexico,Mexico
1985-05-01,18.02,0.226,Mexico,Mexico
1985-06-01,17.643,0.5489999999999999,Mexico,Mexico
1985-07-01,16.657,0.288,Mexico,Mexico
1985-08-01,17.256,0.381,Mexico,Mexico
1985-09-01,16.963,0.241,Mexico,Mexico
1985-10-01,15.787,0.16,Mexico,Mexico
1985-11-01,14.409,0.515,Mexico,Mexico
1985-12-01,12.751,0.43,Mexico,Mexico
1986-01-01,10.902,0.58,Mexico,Mexico
1986-02-01,13.937,0.773,Mexico,Mexico
1986-03-01,14.421,0.743,Mexico,Mexico
1986-04-01,17.858,0.32,Mexico,Mexico
1986-05-01,18.524,0.233,Mexico,Mexico
1986-06-01,17.789,0.294,Mexico,Mexico
1986-07-01,16.793,0.3379999999999999,Mexico,Mexico
1986-08-01,17.349999999999998,0.144,Mexico,Mexico
1986-09-01,17.339000000000002,0.186,Mexico,Mexico
1986-10-01,15.763,0.281,Mexico,Mexico
1986-11-01,14.794,0.201,Mexico,Mexico
1986-12-01,12.779000000000002,0.217,Mexico,Mexico
1987-01-01,12.291,0.317,Mexico,Mexico
1987-02-01,13.647,0.225,Mexico,Mexico
1987-03-01,15.375,0.3329999999999999,Mexico,Mexico
1987-04-01,16.204,0.423,Mexico,Mexico
1987-05-01,18.182,0.337,Mexico,Mexico
1987-06-01,18.265,0.195,Mexico,Mexico
1987-07-01,17.474,0.258,Mexico,Mexico
1987-08-01,17.779,0.1689999999999999,Mexico,Mexico
1987-09-01,18.109,0.358,Mexico,Mexico
1987-10-01,14.364,0.4039999999999999,Mexico,Mexico
1987-11-01,13.95,0.18,Mexico,Mexico
1987-12-01,13.752,0.409,Mexico,Mexico
1988-01-01,11.557,0.3979999999999999,Mexico,Mexico
1988-02-01,14.109000000000002,0.248,Mexico,Mexico
1988-03-01,15.412,0.305,Mexico,Mexico
1988-04-01,18.116,0.34,Mexico,Mexico
1988-05-01,19.189,0.257,Mexico,Mexico
1988-06-01,18.328,0.3779999999999999,Mexico,Mexico
1988-07-01,17.740000000000006,0.385,Mexico,Mexico
1988-08-01,17.788999999999994,0.148,Mexico,Mexico
1988-09-01,16.633,0.321,Mexico,Mexico
1988-10-01,15.269,0.307,Mexico,Mexico
1988-11-01,14.866,0.447,Mexico,Mexico
1988-12-01,12.765999999999998,0.336,Mexico,Mexico
1989-01-01,13.412,0.449,Mexico,Mexico
1989-02-01,13.275,0.271,Mexico,Mexico
1989-03-01,14.973,0.327,Mexico,Mexico
1989-04-01,16.4,0.2789999999999999,Mexico,Mexico
1989-05-01,18.987,0.18,Mexico,Mexico
1989-06-01,18.655,0.249,Mexico,Mexico
1989-07-01,17.682000000000006,0.347,Mexico,Mexico
1989-08-01,17.511,0.517,Mexico,Mexico
1989-09-01,16.265,0.402,Mexico,Mexico
1989-10-01,14.708,0.691,Mexico,Mexico
1989-11-01,15.214,0.201,Mexico,Mexico
1989-12-01,11.869000000000002,0.249,Mexico,Mexico
1990-01-01,13.048,0.366,Mexico,Mexico
1990-02-01,14.072,0.134,Mexico,Mexico
1990-03-01,15.691,0.4539999999999999,Mexico,Mexico
1990-04-01,17.375999999999998,0.253,Mexico,Mexico
1990-05-01,18.979,0.198,Mexico,Mexico
1990-06-01,18.418,0.228,Mexico,Mexico
1990-07-01,17.410999999999998,0.308,Mexico,Mexico
1990-08-01,17.307000000000002,0.233,Mexico,Mexico
1990-09-01,16.910999999999998,0.246,Mexico,Mexico
1990-10-01,15.58,0.214,Mexico,Mexico
1990-11-01,14.486,0.413,Mexico,Mexico
1990-12-01,12.692,0.457,Mexico,Mexico
1991-01-01,13.643999999999998,0.379,Mexico,Mexico
1991-02-01,14.341,0.376,Mexico,Mexico
1991-03-01,17.996,0.642,Mexico,Mexico
1991-04-01,19.6,0.314,Mexico,Mexico
1991-05-01,19.773,0.249,Mexico,Mexico
1991-06-01,18.523,0.314,Mexico,Mexico
1991-07-01,17.124000000000002,0.251,Mexico,Mexico
1991-08-01,17.704,0.201,Mexico,Mexico
1991-09-01,16.492,0.252,Mexico,Mexico
1991-10-01,15.361,0.149,Mexico,Mexico
1991-11-01,13.435,0.316,Mexico,Mexico
1991-12-01,12.997,0.58,Mexico,Mexico
1992-01-01,12.212,0.5870000000000001,Mexico,Mexico
1992-02-01,13.272,0.401,Mexico,Mexico
1992-03-01,16.64,0.2689999999999999,Mexico,Mexico
1992-04-01,16.498,0.432,Mexico,Mexico
1992-05-01,16.919999999999998,0.288,Mexico,Mexico
1992-06-01,18.812,0.482,Mexico,Mexico
1992-07-01,17.369,0.381,Mexico,Mexico
1992-08-01,17.25,0.21,Mexico,Mexico
1992-09-01,16.594,0.252,Mexico,Mexico
1992-10-01,15.125,0.134,Mexico,Mexico
1992-11-01,14.169,0.3989999999999999,Mexico,Mexico
1992-12-01,13.647,0.732,Mexico,Mexico
1993-01-01,13.477,0.478,Mexico,Mexico
1993-02-01,14.765999999999998,0.276,Mexico,Mexico
1993-03-01,15.841,0.515,Mexico,Mexico
1993-04-01,17.5,0.309,Mexico,Mexico
1993-05-01,18.165,0.289,Mexico,Mexico
1993-06-01,18.467,0.4429999999999999,Mexico,Mexico
1993-07-01,17.616,0.216,Mexico,Mexico
1993-08-01,17.631,0.365,Mexico,Mexico
1993-09-01,16.852,0.185,Mexico,Mexico
1993-10-01,16.073,0.425,Mexico,Mexico
1993-11-01,15.064,0.342,Mexico,Mexico
1993-12-01,13.274,0.241,Mexico,Mexico
1994-01-01,12.838,0.604,Mexico,Mexico
1994-02-01,14.887,0.372,Mexico,Mexico
1994-03-01,16.980999999999998,0.375,Mexico,Mexico
1994-04-01,17.561,0.294,Mexico,Mexico
1994-05-01,18.873,0.267,Mexico,Mexico
1994-06-01,17.982,0.281,Mexico,Mexico
1994-07-01,17.480999999999998,0.4579999999999999,Mexico,Mexico
1994-08-01,17.312,0.204,Mexico,Mexico
1994-09-01,16.441,0.346,Mexico,Mexico
1994-10-01,16.63,0.092,Mexico,Mexico
1994-11-01,15.601,0.369,Mexico,Mexico
1994-12-01,14.45,0.502,Mexico,Mexico
1995-01-01,13.639,0.609,Mexico,Mexico
1995-02-01,14.955,0.316,Mexico,Mexico
1995-03-01,16.543,0.332,Mexico,Mexico
1995-04-01,18.51,0.239,Mexico,Mexico
1995-05-01,20.5,0.635,Mexico,Mexico
1995-06-01,19.035,0.49,Mexico,Mexico
1995-07-01,17.625,0.4039999999999999,Mexico,Mexico
1995-08-01,17.774,0.204,Mexico,Mexico
1995-09-01,17.415,0.2739999999999999,Mexico,Mexico
1995-10-01,15.83,0.513,Mexico,Mexico
1995-11-01,15.054,0.205,Mexico,Mexico
1995-12-01,13.331,0.457,Mexico,Mexico
1996-01-01,12.151,0.42,Mexico,Mexico
1996-02-01,14.33,0.28,Mexico,Mexico
1996-03-01,15.398,0.256,Mexico,Mexico
1996-04-01,17.2,0.369,Mexico,Mexico
1996-05-01,19.459,0.371,Mexico,Mexico
1996-06-01,18.278,0.416,Mexico,Mexico
1996-07-01,18.041,0.297,Mexico,Mexico
1996-08-01,17.37,0.258,Mexico,Mexico
1996-09-01,17.753,0.24,Mexico,Mexico
1996-10-01,15.987,0.352,Mexico,Mexico
1996-11-01,13.785,0.235,Mexico,Mexico
1996-12-01,13.258,0.395,Mexico,Mexico
1997-01-01,12.358,0.391,Mexico,Mexico
1997-02-01,14.905,0.285,Mexico,Mexico
1997-03-01,16.405,0.44,Mexico,Mexico
1997-04-01,16.585,0.235,Mexico,Mexico
1997-05-01,17.404,0.209,Mexico,Mexico
1997-06-01,19.196,0.3,Mexico,Mexico
1997-07-01,18.086,0.391,Mexico,Mexico
1997-08-01,18.051,0.1689999999999999,Mexico,Mexico
1997-09-01,17.526,0.355,Mexico,Mexico
1997-10-01,15.898,0.294,Mexico,Mexico
1997-11-01,15.26,0.233,Mexico,Mexico
1997-12-01,13.271,0.444,Mexico,Mexico
1998-01-01,12.91,0.4029999999999999,Mexico,Mexico
1998-02-01,14.254,0.607,Mexico,Mexico
1998-03-01,16.499000000000002,0.424,Mexico,Mexico
1998-04-01,19.365,0.2689999999999999,Mexico,Mexico
1998-05-01,21.0,0.477,Mexico,Mexico
1998-06-01,20.858,0.213,Mexico,Mexico
1998-07-01,18.709,0.266,Mexico,Mexico
1998-08-01,18.229,0.1689999999999999,Mexico,Mexico
1998-09-01,17.803,0.331,Mexico,Mexico
1998-10-01,16.044,0.252,Mexico,Mexico
1998-11-01,15.937,0.295,Mexico,Mexico
1998-12-01,13.286,0.5720000000000001,Mexico,Mexico
1999-01-01,12.607,0.327,Mexico,Mexico
1999-02-01,14.661,0.551,Mexico,Mexico
1999-03-01,16.801000000000002,0.34,Mexico,Mexico
1999-04-01,19.163,0.179,Mexico,Mexico
1999-05-01,19.693,0.19,Mexico,Mexico
1999-06-01,19.282,0.419,Mexico,Mexico
1999-07-01,17.277,0.483,Mexico,Mexico
1999-08-01,17.834,0.247,Mexico,Mexico
1999-09-01,16.708,0.377,Mexico,Mexico
1999-10-01,14.454,0.282,Mexico,Mexico
1999-11-01,13.011,0.685,Mexico,Mexico
1999-12-01,11.576,0.462,Mexico,Mexico
2000-01-01,12.694,0.636,Mexico,Mexico
2000-02-01,14.677,0.7859999999999999,Mexico,Mexico
2000-03-01,17.375999999999998,0.82,Mexico,Mexico
2000-04-01,18.294,0.259,Mexico,Mexico
2000-05-01,18.562,0.23,Mexico,Mexico
2000-06-01,17.27,0.5429999999999999,Mexico,Mexico
2000-07-01,17.723000000000006,0.385,Mexico,Mexico
2000-08-01,16.967,0.349,Mexico,Mexico
2000-09-01,16.996,0.484,Mexico,Mexico
2000-10-01,15.605,0.265,Mexico,Mexico
2000-11-01,15.237,0.4579999999999999,Mexico,Mexico
2000-12-01,11.966,0.3289999999999999,Mexico,Mexico
2001-01-01,12.733,0.196,Mexico,Mexico
2001-02-01,14.461,0.416,Mexico,Mexico
2001-03-01,15.925999999999998,0.304,Mexico,Mexico
2001-04-01,18.156,0.349,Mexico,Mexico
2001-05-01,18.121,0.4539999999999999,Mexico,Mexico
2001-06-01,17.809,0.417,Mexico,Mexico
2001-07-01,17.570999999999998,0.287,Mexico,Mexico
2001-08-01,17.71,0.1669999999999999,Mexico,Mexico
2001-09-01,16.96,0.363,Mexico,Mexico
2001-10-01,15.281,0.156,Mexico,Mexico
2001-11-01,13.861,0.273,Mexico,Mexico
2001-12-01,13.157,0.209,Mexico,Mexico
2002-01-01,12.965,0.312,Mexico,Mexico
2002-02-01,13.622,0.409,Mexico,Mexico
2002-03-01,17.116,0.607,Mexico,Mexico
2002-04-01,18.396,0.441,Mexico,Mexico
2002-05-01,19.608,0.151,Mexico,Mexico
2002-06-01,18.479,0.21,Mexico,Mexico
2002-07-01,17.561,0.5,Mexico,Mexico
2002-08-01,18.084,0.362,Mexico,Mexico
2002-09-01,17.07,0.366,Mexico,Mexico
2002-10-01,17.051,0.291,Mexico,Mexico
2002-11-01,13.543,0.34,Mexico,Mexico
2002-12-01,12.945,0.291,Mexico,Mexico
2003-01-01,12.398,0.389,Mexico,Mexico
2003-02-01,15.373,0.25,Mexico,Mexico
2003-03-01,17.124000000000002,0.421,Mexico,Mexico
2003-04-01,18.917,0.462,Mexico,Mexico
2003-05-01,20.928,0.4529999999999999,Mexico,Mexico
2003-06-01,18.661,0.354,Mexico,Mexico
2003-07-01,17.766000000000005,0.291,Mexico,Mexico
2003-08-01,17.783,0.362,Mexico,Mexico
2003-09-01,17.66,0.254,Mexico,Mexico
2003-10-01,16.386,0.308,Mexico,Mexico
2003-11-01,15.194,0.217,Mexico,Mexico
2003-12-01,11.623,0.382,Mexico,Mexico
2004-01-01,12.455,0.433,Mexico,Mexico
2004-02-01,13.95,0.2739999999999999,Mexico,Mexico
2004-03-01,16.457,0.631,Mexico,Mexico
2004-04-01,17.435,0.362,Mexico,Mexico
2004-05-01,18.093,0.482,Mexico,Mexico
2004-06-01,17.727,0.402,Mexico,Mexico
2004-07-01,17.894000000000005,0.259,Mexico,Mexico
2004-08-01,18.35,0.268,Mexico,Mexico
2004-09-01,17.204,0.364,Mexico,Mexico
2004-10-01,17.205,0.267,Mexico,Mexico
2004-11-01,15.236,0.165,Mexico,Mexico
2004-12-01,12.447,0.181,Mexico,Mexico
2005-01-01,13.446,0.564,Mexico,Mexico
2005-02-01,14.558,0.259,Mexico,Mexico
2005-03-01,16.618,0.346,Mexico,Mexico
2005-04-01,18.969,0.3939999999999999,Mexico,Mexico
2005-05-01,19.156,0.325,Mexico,Mexico
2005-06-01,20.236,0.374,Mexico,Mexico
2005-07-01,18.515,0.238,Mexico,Mexico
2005-08-01,17.919999999999995,0.389,Mexico,Mexico
2005-09-01,17.688,0.236,Mexico,Mexico
2005-10-01,16.101,0.2189999999999999,Mexico,Mexico
2005-11-01,14.140999999999998,0.288,Mexico,Mexico
2005-12-01,13.084,0.3989999999999999,Mexico,Mexico
2006-01-01,12.758,0.52,Mexico,Mexico
2006-02-01,14.663,0.426,Mexico,Mexico
2006-03-01,16.894000000000002,0.452,Mexico,Mexico
2006-04-01,18.932,0.373,Mexico,Mexico
2006-05-01,18.568,0.469,Mexico,Mexico
2006-06-01,18.276,0.318,Mexico,Mexico
2006-07-01,17.669,0.233,Mexico,Mexico
2006-08-01,17.677,0.275,Mexico,Mexico
2006-09-01,17.75,0.223,Mexico,Mexico
2006-10-01,16.679000000000002,0.236,Mexico,Mexico
2006-11-01,13.979,0.1939999999999999,Mexico,Mexico
2006-12-01,12.637,0.217,Mexico,Mexico
2007-01-01,13.215,0.261,Mexico,Mexico
2007-02-01,14.458,0.359,Mexico,Mexico
2007-03-01,16.523,0.485,Mexico,Mexico
2007-04-01,17.862000000000002,0.344,Mexico,Mexico
2007-05-01,18.935,0.192,Mexico,Mexico
2007-06-01,18.953,0.275,Mexico,Mexico
2007-07-01,18.197000000000006,0.186,Mexico,Mexico
2007-08-01,17.834,0.173,Mexico,Mexico
2007-09-01,17.007,0.496,Mexico,Mexico
2007-10-01,15.226,0.415,Mexico,Mexico
2007-11-01,14.064,0.385,Mexico,Mexico
2007-12-01,14.263,0.429,Mexico,Mexico
2008-01-01,12.936,0.46,Mexico,Mexico
2008-02-01,15.246,0.509,Mexico,Mexico
2008-03-01,16.506,0.396,Mexico,Mexico
2008-04-01,18.459,0.386,Mexico,Mexico
2008-05-01,19.545,0.182,Mexico,Mexico
2008-06-01,17.92,0.391,Mexico,Mexico
2008-07-01,17.441000000000006,0.362,Mexico,Mexico
2008-08-01,18.124,0.41,Mexico,Mexico
2008-09-01,16.826999999999998,0.368,Mexico,Mexico
2008-10-01,15.216,0.421,Mexico,Mexico
2008-11-01,13.473,0.496,Mexico,Mexico
2008-12-01,12.94,0.759,Mexico,Mexico
2009-01-01,13.316,0.502,Mexico,Mexico
2009-02-01,14.621,0.58,Mexico,Mexico
2009-03-01,16.61,0.537,Mexico,Mexico
2009-04-01,18.804,0.385,Mexico,Mexico
2009-05-01,19.157,0.265,Mexico,Mexico
2009-06-01,19.12,0.376,Mexico,Mexico
2009-07-01,18.769,0.539,Mexico,Mexico
2009-08-01,18.514,0.441,Mexico,Mexico
2009-09-01,17.405,0.292,Mexico,Mexico
2009-10-01,17.067,0.179,Mexico,Mexico
2009-11-01,13.589,0.525,Mexico,Mexico
2009-12-01,12.872,0.367,Mexico,Mexico
2010-01-01,11.607,0.37,Mexico,Mexico
2010-02-01,12.39,0.5429999999999999,Mexico,Mexico
2010-03-01,16.090999999999998,0.497,Mexico,Mexico
2010-04-01,17.656,0.314,Mexico,Mexico
2010-05-01,20.14,0.261,Mexico,Mexico
2010-06-01,19.589,0.206,Mexico,Mexico
2010-07-01,17.668,0.296,Mexico,Mexico
2010-08-01,17.996,0.392,Mexico,Mexico
2010-09-01,17.083,0.485,Mexico,Mexico
2010-10-01,15.228,0.367,Mexico,Mexico
2010-11-01,13.654000000000002,0.545,Mexico,Mexico
2010-12-01,11.375,0.501,Mexico,Mexico
2011-01-01,13.116,0.319,Mexico,Mexico
2011-02-01,14.557,0.457,Mexico,Mexico
2011-03-01,16.922,0.529,Mexico,Mexico
2011-04-01,19.398,0.326,Mexico,Mexico
2011-05-01,20.561,0.485,Mexico,Mexico
2011-06-01,18.901,0.5660000000000001,Mexico,Mexico
2011-07-01,17.445999999999998,0.327,Mexico,Mexico
2011-08-01,18.308,0.315,Mexico,Mexico
2011-09-01,17.301,0.434,Mexico,Mexico
2011-10-01,15.218,0.449,Mexico,Mexico
2011-11-01,14.675,0.3779999999999999,Mexico,Mexico
2011-12-01,13.267,0.7140000000000001,Mexico,Mexico
2012-01-01,12.901,0.5529999999999999,Mexico,Mexico
